-10 1000 6.127502e-05
-10 1010 7.302001e-05
-10 1020 8.902289e-05
-10 1030 0.0001087617
-10 1040 0.0001330427
-10 1050 0.000162805
-10 1060 0.0001991125
-10 1070 0.0002431441
-10 1080 0.0002961706
-10 1090 0.0003595212
-10 1100 0.0004345389
-10 1110 0.0005225272
-10 1120 0.0006246953
-10 1130 0.0007421022
-10 1140 0.000875605
-10 1150 0.001025819
-10 1160 0.001193083
-10 1170 0.00137744
-10 1180 0.001578619
-10 1190 0.001796034
-10 1200 0.002028789
-10 1210 0.002275683
-10 1220 0.002535239
-10 1230 0.002805726
-10 1240 0.003085195
-10 1250 0.003371528
-10 1260 0.003662485
-10 1270 0.003955754
-10 1280 0.00424901
-10 1290 0.004539971
-10 1300 0.004826435
-10 1310 0.005106355
-10 1320 0.005377846
-10 1330 0.005639247
-10 1340 0.005889139
-10 1350 0.006126346
-10 1360 0.006349993
-10 1370 0.006559462
-10 1380 0.006754422
-10 1390 0.006934818
-10 1400 0.007100849
-10 1410 0.007252953
-10 1420 0.007391788
-10 1430 0.007518213
-10 1440 0.007633219
-10 1450 0.007737954
-10 1460 0.007833624
-10 1470 0.007921512
-10 1480 0.008002901
-10 1490 0.008079062
-10 1500 0.008151216
-10 1510 0.008220525
-10 1520 0.008288039
-10 1530 0.008354728
-10 1540 0.008421429
-10 1550 0.008488883
-10 1560 0.008557709
-10 1570 0.00862843
-10 1580 0.008701471
-10 1590 0.00877718
-10 1600 0.00885584
-10 1610 0.008937662
-10 1620 0.009022818
-10 1630 0.009111445
-10 1640 0.009203639
-10 1650 0.009299483
-10 1660 0.009399038
-10 1670 0.009502348
-10 1680 0.009609441
-10 1690 0.009720341
-10 1700 0.009835061
-10 1710 0.009953604
-10 1720 0.01007597
-10 1730 0.01020214
-10 1740 0.01033211
-10 1750 0.01046584
-10 1760 0.01060332
-10 1770 0.01074451
-10 1780 0.01088935
-10 1790 0.01103782
-10 1800 0.01118984
-10 1810 0.01134536
-10 1820 0.01150432
-10 1830 0.01166665
-10 1840 0.01183227
-10 1850 0.01200109
-10 1860 0.01217303
-10 1870 0.01234799
-10 1880 0.0125259
-10 1890 0.01270663
-10 1900 0.01289008
-10 1910 0.01307615
-10 1920 0.01326472
-10 1930 0.01345564
-10 1940 0.0136488
-10 1950 0.01384406
-10 1960 0.01404125
-10 1970 0.01424021
-10 1980 0.01444074
-10 1990 0.01464261
-10 2000 0.01484555
-10 2010 0.01504923
-10 2020 0.0152532
-10 2030 0.01545687
-10 2040 0.01565949
-10 2050 0.01586004
-10 2060 0.01605723
-10 2070 0.01624944
-10 2080 0.01643471
-10 2090 0.01661074
-10 2100 0.016775
-10 2110 0.01692481
-10 2120 0.01705755
-10 2130 0.01717088
-10 2140 0.01726299
-10 2150 0.01733284
-10 2160 0.01738042
-10 2170 0.01740684
-10 2180 0.01741436
-10 2190 0.01740631
-10 2200 0.01738688
-10 2210 0.01736071
-10 2220 0.01733257
-10 2230 0.01730689
-10 2240 0.0172874
-10 2250 0.01727683
-10 2260 0.01727674
-10 2270 0.01728747
-10 2280 0.01730824
-10 2290 0.01733736
-10 2300 0.01737251
-10 2310 0.01741101
-10 2320 0.0174501
-10 2330 0.01748714
-10 2340 0.01751979
-10 2350 0.01754596
-10 2360 0.01756387
-10 2370 0.01757187
-10 2380 0.01756833
-10 2390 0.01755153
-10 2400 0.0175196
-10 2410 0.01747059
-10 2420 0.0174026
-10 2430 0.01731413
-10 2440 0.01720454
-10 2450 0.01707452
-10 2460 0.01692667
-10 2470 0.01676591
-10 2480 0.01659971
-10 2490 0.016438
-10 2500 0.01629275
-10 2510 0.01617712
-10 2520 0.01610431
-10 2530 0.01608627
-10 2540 0.01613232
-10 2550 0.01624815
-10 2560 0.01643507
-10 2570 0.01668993
-10 2580 0.0170055
-10 2590 0.01737138
-10 2600 0.01777513
-10 2610 0.01820361
-10 2620 0.01864366
-10 2630 0.01908482
-10 2640 0.01951309
-10 2650 0.01993779
-10 2660 0.02036226
-10 2670 0.02184394
-10 2680 0.02556118
-10 2690 0.02845627
-10 2700 0.03076851
-10 2710 0.03301669
-10 2720 0.03480344
-10 2730 0.036199
-10 2740 0.03782945
-10 2750 0.03956369
-10 2760 0.04040172
-10 2770 0.04114652
-10 2780 0.04408406
-10 2790 0.04904725
-10 2800 0.05523477
-10 2810 0.06293959
-10 2820 0.0713667
-10 2830 0.07910254
-10 2840 0.08476356
-10 2850 0.08803216
-10 2860 0.08978945
-10 2870 0.0901451
-10 2880 0.08977872
-10 2890 0.0887989
-10 2900 0.08874871
-10 2910 0.08967787
-10 2920 0.09019346
-10 2930 0.09043427
-10 2940 0.09085531
-10 2950 0.09127834
-10 2960 0.09200615
-10 2970 0.09500279
-10 2980 0.09990346
-10 2990 0.1038555
-10 3000 0.106965
-10 3010 0.1113682
-10 3020 0.1181379
-10 3030 0.1257759
-10 3040 0.1321142
-10 3050 0.1362008
-10 3060 0.1378358
